"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","SalaryHikePerYear","AverageYearsCompany","AgeToJubilation","DifferentManagers"
31,"Yes","Travel_Frequently",534,"Research & Development","5","Bachelor","Life Sciences","Low","Male",66,"High","Senior","Representatives","High","Married",9824,22908,4,"No",12,"Excellent","Low","No",12,2,"Better",1,0,0,0,12,3,35,"Yes"
34,"Yes","Travel_Frequently",988,"Human Resources","6","Bachelor","Human Resources","Medium","Female",43,"High","Senior","H.R.","Low","Divorced",9950,11533,10,"Yes",15,"Excellent","High","High",11,2,"Better",3,2,0,2,5,1.1,32,"Yes"
42,"No","Travel_Frequently",1474,"Research & Development","2","College","Other","Medium","Male",97,"High","Intern","Lab. Tech.","High","Married",2093,9260,5,"No",17,"Excellent","Very High","Few",8,4,"Better",2,2,2,0,8.5,1.6,24,"Yes"
36,"No","Non-Travel",635,"Sales","3","Master","Medical","Medium","Male",32,"High","Senior","Sales Executive","Very High","Single",9980,15318,2,"No",14,"Excellent","Very High","No",10,3,"Good",10,3,9,7,1.4,5,30,"Yes"
22,"Yes","Travel_Frequently",1368,"Research & Development","2","Below College","Technical Degree","High","Male",99,"Medium","Intern","Lab. Tech.","High","Single",3894,9129,6,"No",16,"Excellent","High","No",4,3,"Better",2,2,1,2,8,0.666666666666667,44,"No"
48,"No","Travel_Rarely",163,"Sales","1","Doctor","Marketing","Medium","Female",37,"High","Junior","Sales Executive","Very High","Married",4051,19658,3,"No",14,"Excellent","Low","Few",14,2,"Better",9,7,6,7,1.55555555555556,4.66666666666667,18,"Yes"
55,"No","Travel_Rarely",1117,"Sales","5","Doctor","Life Sciences","Low","Female",83,"High","Manager","Manager","Medium","Single",16835,9873,4,"No",23,"Outstanding","Very High","No",37,2,"Better",10,9,7,7,2.3,9.25,11,"Yes"
41,"No","Non-Travel",267,"Sales","3","College","Life Sciences","Very High","Male",56,"High","Junior","Sales Executive","Very High","Single",6230,13430,8,"No",14,"Excellent","Very High","No",16,3,"Better",14,3,1,10,1,2,25,"Yes"
35,"No","Travel_Rarely",619,"Sales","1","Bachelor","Marketing","Medium","Male",85,"High","Junior","Sales Executive","High","Married",4717,18659,10,"No",11,"Excellent","High","No",15,2,"Better",11,9,6,9,1,1.5,31,"Yes"
40,"No","Travel_Rarely",302,"Research & Development","2","Bachelor","Life Sciences","Medium","Female",75,"High","Manager","Directors","High","Single",13237,20364,8,"No",15,"Excellent","High","No",22,3,"Better",20,6,5,13,0.75,2.75,26,"Yes"
39,"No","Travel_Frequently",443,"Research & Development","3","Below College","Life Sciences","High","Female",48,"High","Intern","Lab. Tech.","High","Married",3755,17872,2,"No",11,"Excellent","Low","Few",8,3,"Better",8,3,0,7,1.375,4,27,"Yes"
31,"No","Travel_Rarely",828,"Sales","1","Below College","Life Sciences","Medium","Male",77,"High","Junior","Sales Executive","Very High","Single",6582,8346,5,"Yes",13,"Excellent","High","No",10,2,"Best",6,5,0,5,2.16666666666667,2,35,"Yes"
42,"No","Travel_Rarely",319,"Research & Development","6","Bachelor","Medical","Very High","Male",56,"High","Senior","Directors","Low","Married",7406,6950,2,"Yes",21,"Outstanding","Very High","Few",10,5,"Good",10,9,5,8,2.1,5,24,"Yes"
45,"No","Travel_Rarely",561,"Sales","1","Bachelor","Other","Very High","Male",61,"High","Junior","Sales Executive","Medium","Married",4805,16177,1,"No",19,"Excellent","Medium","Few",9,3,"Best",8,7,3,7,2.375,9,21,"Yes"
26,"Yes","Travel_Frequently",426,"Human Resources","5","Master","Life Sciences","Medium","Female",58,"High","Intern","H.R.","High","Divorced",2741,22808,1,"Yes",11,"Excellent","Medium","Few",8,2,"Good",7,7,1,0,1.57142857142857,8,40,"Yes"
29,"No","Travel_Rarely",232,"Research & Development","5","Bachelor","Technical Degree","Very High","Male",34,"High","Junior","Directors","Very High","Divorced",4262,22645,5,"No",12,"Excellent","Medium","Medium",8,2,"Best",3,2,1,2,4,1.6,37,"Yes"
33,"No","Travel_Rarely",922,"Research & Development","1","Doctor","Medical","Low","Female",95,"Very High","Manager","Directors","High","Divorced",16184,22578,5,"No",19,"Excellent","High","Few",10,2,"Better",6,1,0,5,3.16666666666667,2,33,"Yes"
31,"No","Travel_Rarely",688,"Sales","3","Bachelor","Life Sciences","High","Male",44,"Medium","Senior","Manager","Very High","Divorced",11557,25291,10,"No",21,"Outstanding","High","Few",10,3,"Good",5,4,0,1,4.2,1,35,"Yes"
18,"Yes","Travel_Frequently",1306,"Sales","2","Bachelor","Marketing","Medium","Male",69,"High","Intern","Representatives","Medium","Single",1878,8059,2,"Yes",14,"Excellent","Very High","No",0,3,"Better",0,0,0,0,28,0.25,48,"No"
40,"No","Non-Travel",1094,"Sales","7","Bachelor","Other","High","Male",58,"Low","Senior","Sales Executive","Low","Divorced",10932,11373,4,"No",15,"Excellent","High","Few",20,2,"Better",1,0,0,1,15,5,26,"No"
41,"No","Non-Travel",509,"Research & Development","1","Master","Other","Low","Female",62,"Medium","Junior","Representatives","High","Single",6811,2112,3,"Yes",17,"Excellent","Low","No",10,3,"Better",8,7,0,7,2.125,3.33333333333333,25,"Yes"
26,"No","Travel_Rarely",775,"Sales","7","College","Medical","Low","Male",45,"High","Junior","Sales Executive","High","Divorced",4306,4267,6,"No",12,"Excellent","Low","Medium",8,5,"Better",0,0,0,0,24,1.33333333333333,40,"No"
35,"No","Travel_Rarely",195,"Sales","1","Bachelor","Medical","Low","Female",80,"High","Junior","Sales Executive","High","Single",4859,6698,2,"No",16,"Excellent","Very High","No",5,3,"Better",5,4,0,3,3.2,2.5,31,"Yes"
34,"No","Travel_Rarely",258,"Sales","5","Master","Life Sciences","Very High","Male",74,"Very High","Junior","Sales Executive","Very High","Single",5337,19921,2,"No",12,"Excellent","Very High","No",10,3,"Better",10,7,5,7,1.2,5,32,"Yes"
26,"Yes","Travel_Rarely",471,"Research & Development","6","Bachelor","Technical Degree","High","Male",66,"Low","Intern","Lab. Tech.","Very High","Single",2340,23213,2,"Yes",18,"Excellent","Medium","No",1,3,"Bad",1,0,0,0,18,0.5,40,"Yes"
37,"No","Travel_Rarely",799,"Research & Development","1","Bachelor","Technical Degree","Medium","Female",59,"High","Senior","Directors","Very High","Single",7491,23848,5,"No",17,"Excellent","Very High","No",12,3,"Best",6,5,1,2,2.83333333333333,2.4,29,"Yes"
46,"No","Travel_Frequently",1034,"Research & Development","5","Below College","Medical","Low","Female",86,"High","Senior","Representatives","High","Married",10527,8984,6,"No",11,"Excellent","Very High","No",28,3,"Good",2,2,1,2,5.5,4.66666666666667,20,"No"
41,"No","Travel_Rarely",1276,"Sales","1","Doctor","Life Sciences","Medium","Female",91,"High","Manager","Manager","Low","Married",16595,5626,8,"No",16,"Excellent","Medium","Few",22,2,"Better",18,16,11,8,0.888888888888889,2.75,25,"Yes"
37,"No","Non-Travel",142,"Sales","3","Master","Medical","Low","Male",69,"High","Senior","Sales Executive","Medium","Divorced",8834,24666,2,"No",13,"Excellent","Very High","Few",9,6,"Better",9,5,7,7,1.44444444444444,4.5,29,"Yes"
52,"No","Travel_Rarely",956,"Research & Development","2","College","Technical Degree","Very High","Male",78,"High","Junior","Research Sci.","Low","Divorced",5577,22087,4,"Yes",12,"Excellent","Medium","Medium",18,3,"Better",10,9,6,9,1.2,4.5,14,"Yes"
32,"Yes","Non-Travel",1474,"Sales","4","Master","Other","Very High","Male",60,"Very High","Junior","Sales Executive","High","Married",4707,23914,9,"No",12,"Excellent","Very High","No",6,2,"Better",4,2,1,2,3,0.666666666666667,34,"Yes"
24,"No","Travel_Frequently",535,"Sales","6","Bachelor","Medical","Very High","Male",38,"High","Intern","Representatives","Very High","Married",2400,5530,1,"No",13,"Excellent","High","Medium",3,3,"Better",2,2,2,1,6.5,3,42,"Yes"
38,"No","Travel_Rarely",1495,"Research & Development","3","Bachelor","Medical","High","Female",76,"High","Junior","Representatives","High","Married",9824,22174,4,"No",19,"Excellent","High","Few",18,4,"Better",1,0,0,0,19,4.5,28,"Yes"
37,"No","Travel_Rarely",446,"Research & Development","1","Master","Life Sciences","Medium","Female",65,"High","Junior","Directors","Medium","Married",6447,15701,7,"No",12,"Excellent","Medium","Few",8,2,"Good",6,5,4,3,2,1.14285714285714,29,"Yes"
49,"No","Travel_Rarely",1245,"Research & Development","5","Master","Life Sciences","Very High","Male",58,"Medium","Director","Directors","High","Divorced",19502,2125,2,"Yes",17,"Excellent","High","Few",31,5,"Better",31,9,0,9,0.548387096774194,15.5,17,"Yes"
24,"No","Travel_Rarely",691,"Research & Development","6","Bachelor","Medical","Medium","Male",89,"Very High","Intern","Research Sci.","Very High","Married",2725,21630,2,"Yes",11,"Excellent","Medium","Medium",6,3,"Better",6,5,1,4,1.83333333333333,3,42,"Yes"
26,"No","Travel_Rarely",703,"Sales","7","College","Marketing","Low","Male",66,"High","Junior","Sales Executive","Medium","Married",6272,7428,2,"No",20,"Outstanding","Very High","Medium",6,5,"Best",5,3,1,4,4,3,40,"Yes"
24,"No","Travel_Rarely",823,"Research & Development","5","College","Other","Very High","Male",94,"Medium","Intern","Lab. Tech.","Medium","Married",2127,9100,2,"No",21,"Outstanding","Very High","Few",1,2,"Better",1,0,0,0,21,0.5,42,"Yes"
50,"No","Travel_Frequently",1246,"Human Resources","2","Bachelor","Medical","Low","Male",99,"High","Director","Manager","Medium","Married",18200,7999,2,"No",11,"Excellent","High","Few",32,2,"Better",32,5,10,7,0.34375,16,16,"Yes"
25,"No","Travel_Rarely",622,"Sales","4","Below College","Medical","Medium","Male",40,"High","Intern","Representatives","High","Married",2096,26376,2,"No",11,"Excellent","High","No",7,1,"Better",7,4,0,6,1.57142857142857,3.5,41,"Yes"
24,"Yes","Travel_Frequently",1287,"Research & Development","3","Bachelor","Life Sciences","Low","Female",55,"High","Intern","Lab. Tech.","High","Married",2886,14168,2,"Yes",16,"Excellent","Very High","Few",6,4,"Better",6,3,1,2,2.66666666666667,3,42,"Yes"
30,"Yes","Travel_Frequently",448,"Sales","4","Master","Life Sciences","Medium","Male",74,"Medium","Intern","Representatives","Low","Married",2033,14470,2,"No",18,"Excellent","High","Few",1,2,"Best",1,0,0,0,18,0.5,36,"Yes"
34,"No","Travel_Rarely",254,"Research & Development","1","College","Life Sciences","Medium","Male",83,"Medium","Intern","Research Sci.","Very High","Married",3622,22794,2,"Yes",13,"Excellent","Very High","Few",6,3,"Better",6,5,1,3,2.16666666666667,3,32,"Yes"
31,"Yes","Travel_Rarely",1365,"Sales","4","Master","Medical","Medium","Male",46,"High","Junior","Sales Executive","Low","Divorced",4233,11512,3,"No",17,"Excellent","High","No",9,2,"Bad",3,1,1,2,5.66666666666667,3,35,"Yes"
35,"No","Travel_Rarely",538,"Research & Development","6","College","Other","Low","Male",54,"Medium","Junior","Lab. Tech.","Very High","Single",3681,14004,5,"No",14,"Excellent","Very High","No",9,3,"Better",3,2,0,2,4.66666666666667,1.8,31,"Yes"
31,"No","Travel_Rarely",525,"Sales","2","Master","Medical","Low","Male",66,"Very High","Junior","Sales Executive","Very High","Divorced",5460,6219,5,"No",22,"Outstanding","Very High","Medium",13,4,"Best",7,7,5,7,3.14285714285714,2.6,35,"No"
27,"No","Travel_Rarely",798,"Research & Development","2","Master","Medical","Low","Female",66,"Medium","Intern","Research Sci.","High","Divorced",2187,5013,1,"No",12,"Excellent","High","Medium",6,5,"Good",5,3,0,3,2.4,6,39,"Yes"
37,"No","Travel_Rarely",558,"Sales","1","Bachelor","Marketing","Very High","Male",75,"High","Junior","Sales Executive","High","Married",9602,3010,5,"Yes",11,"Excellent","High","Few",17,3,"Good",3,0,1,0,3.66666666666667,3.4,29,"Yes"
20,"No","Travel_Rarely",959,"Research & Development","1","Bachelor","Life Sciences","Very High","Female",83,"Medium","Intern","Research Sci.","Medium","Single",2836,11757,2,"No",13,"Excellent","Very High","No",1,0,"Best",1,0,0,0,13,0.5,46,"Yes"
42,"No","Travel_Rarely",622,"Research & Development","1","Master","Life Sciences","High","Female",81,"High","Junior","Representatives","Very High","Married",4089,5718,2,"No",13,"Excellent","Medium","Medium",10,4,"Better",10,2,2,2,1.3,5,24,"Yes"
43,"No","Travel_Rarely",782,"Research & Development","2","Master","Other","Medium","Male",50,"Medium","Manager","Directors","Very High","Divorced",16627,2671,5,"Yes",14,"Excellent","High","Few",21,3,"Good",1,0,0,0,14,4.2,23,"Yes"
38,"No","Travel_Rarely",362,"Research & Development","1","Below College","Life Sciences","High","Female",43,"High","Intern","Research Sci.","Low","Single",2619,14561,4,"No",17,"Excellent","Very High","No",8,3,"Good",0,0,0,0,34,2,28,"No"
43,"No","Travel_Frequently",1001,"Research & Development","3","Doctor","Medical","Very High","Male",72,"High","Junior","Lab. Tech.","High","Divorced",5679,19627,4,"Yes",13,"Excellent","Medium","Few",10,3,"Better",8,7,4,7,1.625,2.5,23,"Yes"
48,"No","Travel_Rarely",1236,"Research & Development","1","Master","Life Sciences","Very High","Female",40,"Medium","Manager","Manager","Low","Married",15402,17997,8,"No",11,"Excellent","Low","Few",21,3,"Bad",3,2,0,2,3.66666666666667,2.625,18,"Yes"
44,"No","Travel_Rarely",1112,"Human Resources","1","Master","Life Sciences","Low","Female",50,"Medium","Junior","H.R.","High","Single",5985,26894,5,"No",11,"Excellent","Medium","No",10,1,"Best",2,2,0,2,5.5,2,22,"No"
34,"No","Travel_Rarely",204,"Sales","4","Bachelor","Technical Degree","High","Female",31,"High","Intern","Representatives","High","Divorced",2579,2912,2,"Yes",18,"Excellent","Very High","Medium",8,3,"Better",8,2,0,6,2.25,4,32,"Yes"
27,"Yes","Travel_Rarely",1420,"Sales","1","Below College","Marketing","High","Male",85,"High","Intern","Representatives","Low","Divorced",3041,16346,1,"No",11,"Excellent","Medium","Few",5,3,"Better",4,3,0,2,2.75,5,39,"Yes"
21,"No","Travel_Rarely",1343,"Sales","5","Below College","Technical Degree","High","Male",49,"High","Intern","Representatives","High","Single",3447,24444,2,"No",11,"Excellent","High","No",3,2,"Better",3,2,1,2,3.66666666666667,1.5,45,"Yes"
44,"No","Travel_Rarely",1315,"Research & Development","2","Master","Other","Very High","Male",35,"High","Director","Manager","Very High","Married",19513,9358,5,"Yes",12,"Excellent","Low","Few",26,2,"Best",2,2,0,1,6,5.2,22,"Yes"
22,"No","Travel_Rarely",604,"Research & Development","2","Below College","Medical","Low","Male",69,"High","Intern","Research Sci.","High","Married",2773,12145,1,"No",20,"Outstanding","Very High","No",3,3,"Better",2,2,2,2,10,3,44,"No"
33,"No","Travel_Rarely",1216,"Sales","3","Master","Marketing","High","Male",39,"High","Junior","Sales Executive","High","Divorced",7104,20431,1,"No",12,"Excellent","Very High","No",6,3,"Better",5,0,1,2,2.4,6,33,"Yes"
32,"No","Travel_Rarely",646,"Research & Development","3","Master","Life Sciences","Low","Female",92,"High","Junior","Research Sci.","Very High","Married",6322,18089,2,"Yes",12,"Excellent","Very High","Few",6,2,"Good",6,4,0,5,2,3,34,"Yes"
30,"No","Travel_Frequently",160,"Research & Development","2","Bachelor","Medical","High","Female",71,"High","Intern","Research Sci.","High","Divorced",2083,22653,2,"No",20,"Outstanding","High","Few",1,2,"Better",1,0,0,0,20,0.5,36,"Yes"
53,"No","Travel_Rarely",238,"Sales","1","Below College","Medical","Very High","Female",34,"High","Junior","Sales Executive","Low","Single",8381,7507,8,"No",20,"Outstanding","Very High","No",18,2,"Best",14,7,8,10,1.42857142857143,2.25,13,"Yes"
34,"No","Travel_Rarely",1397,"Research & Development","1","Doctor","Life Sciences","Medium","Male",42,"High","Intern","Research Sci.","Very High","Married",2691,7660,2,"No",12,"Excellent","Very High","Few",10,4,"Good",10,9,8,8,1.2,5,32,"Yes"
45,"Yes","Travel_Frequently",306,"Sales","6","Master","Life Sciences","Low","Female",100,"High","Junior","Sales Executive","Low","Married",4286,5630,3,"No",14,"Excellent","Very High","Medium",5,4,"Better",1,1,0,0,14,1.66666666666667,21,"Yes"
26,"No","Travel_Rarely",991,"Research & Development","2","Bachelor","Life Sciences","High","Female",71,"High","Intern","Lab. Tech.","Very High","Married",2659,17759,2,"Yes",13,"Excellent","High","Few",3,2,"Better",3,2,0,2,4.33333333333333,1.5,40,"Yes"
37,"No","Travel_Rarely",482,"Research & Development","2","Bachelor","Other","High","Male",36,"High","Senior","Directors","High","Married",9434,9606,2,"No",15,"Excellent","High","Few",10,2,"Better",10,7,7,8,1.5,5,29,"Yes"
29,"No","Travel_Rarely",1176,"Sales","2","College","Medical","Medium","Female",62,"High","Junior","Sales Executive","High","Married",5561,3487,2,"No",14,"Excellent","Low","Few",6,5,"Good",6,0,1,2,2.33333333333333,3,37,"Yes"
35,"No","Travel_Rarely",1017,"Research & Development","2","Master","Life Sciences","Medium","Male",82,"Low","Junior","Research Sci.","Very High","Single",6646,19368,2,"No",13,"Excellent","Medium","No",17,3,"Better",17,11,11,8,0.764705882352941,8.5,31,"Yes"
33,"No","Travel_Frequently",1296,"Research & Development","2","Bachelor","Life Sciences","High","Male",30,"High","Junior","Representatives","Very High","Divorced",7725,5335,4,"No",23,"Outstanding","High","Few",15,2,"Bad",13,11,4,7,1.76923076923077,3.75,33,"Yes"
54,"No","Travel_Rarely",397,"Human Resources","5","Master","Medical","High","Male",88,"High","Senior","H.R.","Medium","Married",10725,6729,3,"No",15,"Excellent","High","Few",16,1,"Best",9,7,7,1,1.66666666666667,5.33333333333333,12,"Yes"
36,"No","Travel_Rarely",913,"Research & Development","3","College","Medical","Medium","Male",48,"Medium","Junior","Directors","Medium","Divorced",8847,13934,3,"Yes",11,"Excellent","High","Few",13,2,"Better",3,2,0,2,3.66666666666667,4.33333333333333,30,"Yes"
27,"No","Travel_Rarely",1115,"Research & Development","2","Master","Medical","Low","Male",54,"Medium","Intern","Research Sci.","Very High","Single",2045,15174,1,"No",13,"Excellent","Very High","No",5,0,"Better",4,2,1,1,3.25,5,39,"Yes"
20,"Yes","Travel_Rarely",1362,"Research & Development","3","Below College","Medical","Very High","Male",32,"High","Intern","Research Sci.","High","Single",1009,26999,2,"Yes",11,"Excellent","Very High","No",1,5,"Better",1,0,1,1,11,0.5,46,"No"
33,"Yes","Travel_Frequently",1076,"Research & Development","2","Bachelor","Life Sciences","Low","Male",70,"High","Intern","Research Sci.","Low","Single",3348,3164,2,"Yes",11,"Excellent","Low","No",10,3,"Better",10,8,9,7,1.1,5,33,"Yes"
35,"No","Non-Travel",727,"Research & Development","2","Bachelor","Life Sciences","High","Male",41,"Medium","Intern","Lab. Tech.","High","Married",1281,16900,2,"No",18,"Excellent","High","Medium",1,3,"Better",1,0,0,0,18,0.5,31,"Yes"
23,"No","Travel_Rarely",885,"Research & Development","2","Bachelor","Medical","Low","Male",58,"Very High","Intern","Research Sci.","Low","Married",2819,8544,3,"No",16,"Excellent","Low","Few",5,3,"Best",3,2,0,2,5.33333333333333,1.66666666666667,43,"Yes"
